순번;제목;저자명;출판사;isbn여부;ISBN;한줄소개
728;마라톤 하기싫어;수련;-;N;-;"거북이네 학교에서 마라톤을 하는 날이에요. 처음에는 거북이가 뒤쳐지는 듯 하지만 결국 토끼도 길을 잃고 곰돌이도 부상을 입어 거북이와 다 함께 잠시 쉬어가게 됩니다. 이렇듯 빠르기만 할 줄 알았던 친구들도 잠시 길을 잃기도 합니다. 거북이는 각자의 속도가 다름을 알게 되고 완주하는 것이 더 중요하다는 것을 깨닫게 됩니다.

나만 뒤쳐진 것 같아 느린 것 같아 하는 생각이 드는 분들이 읽어봤으면 하는 이야기입니다.

과거의 제가 뭘 하면 좋지 방황했을 때 느꼈던 감정을 그림책으로 담았습니다."
729;어서 오세요, 수달 카페에. 1부산;토니;-;N;-;"바닷가에 언제 들어섰는지 모를 카페가 있다. 지친 하루에 바닷가를 하염없이 걷던 동물 손님들은 카페에 이끌리듯 들어가는데, 이름하여 ‘수달 카페.’

 

서울 생활에 지친 수달 가족은 새로운 삶을 찾아 모험을 떠나기로 한다. 은행에서 진주를 대출받아 바퀴가 달린 주택을 구입해 남쪽의 해안가 도시를 여행하며 카페를 열기로 하는데. 카페에 찾아오는 동물 손님과 특별한 인연을 만들며 수달 가족의 여정이 시작된다.

 

<어서 오세요, 수달 카페에.>의 첫 번째 이야기는 부산에서 펼쳐진다."
730;HOLIDAY;보라;유어블루스;Y;9791196761691;프랑스 남부 마르세유, 니스, 빌프랑슈쉬르메르의 여름사진과 짧은 글이 함께 하는 사진에세이
731;거절을 믿듯 선의 또한 믿으며;김학윤;리와인드;Y;9791197829529;"당신이 여기까지 읽었으니까,

거절과 선의를 믿으며 여기 조금 더 남아있겠다.

 

창 너머에 울창한 미래들이 넘실거려도 와 닿지 않을 때

천천히 되돌아보는 지난 시절의 거절과 선의들.

 

출판사 리와인드에서 발간된 네 번째 책, 『거절을 믿듯 선의 또한 믿으며』의 장르는 ‘포포에’-포엠(시), 포토(사진), 에세이(산문)-로 많은 독자들에게 장르적으로 다소 생소하게 느껴질 수 있으나 한 권을 다 읽고 나면 저자가 말하고자 하는 ‘거절’과 ‘선의’를 보다 생생하게 감흥 할 수 있게 될 것이다."
732;우붓 요가 다이어리;이솜이;-;N;-;"직장 내 괴롭힘의 시간은 나조차도 나를 불신하고 미워하게 만들었습니다.

내일이 오지 않기를 바라며 하루하루를 버텨내던 날들,

나를 미워하는 것을 멈추기로 결심한 순간과 과정 그리고 발리 우붓으로 떠나

요가를 통해 행복을 찾아온 여정을 하나의 이야기로 담았습니다.

 

세상에서 멀어져 오로지 나 자신에게만 집중하고자 떠난 우붓에서 요가지도자과정(TTC)을 수료하며,

몸을 넘어 마음을 수련하는 시간을 통해 삶의 자세를 배웠습니다.

세상과 단절되고 싶던 마음은, 스스로를 마주하는 시간을 가지면서 어느새 다시 세상과 연결되기 원하는 마음이 되었고, 행복은 결국 자신을 사랑하는 데서 시작된다는 것을 알게 되었어요.

그 알아차림의 과정을 전합니다.

 

나의 마음을 돌보고 싶은 분,

지금 여기에서 행복한 마음을 갖고자 하는 분 그리고 삶의 전환점 앞에 서 계신 분들께

이 책이 작은 위로와 용기가 되었으면 좋겠습니다."
733;앞으로 나아가는 기분;재희;-;N;-;"2020년 8월, 31일간의 드로잉과 기록을 모아 손으로 엮였습니다.

저 멀리 희미한 꿈을 붙잡는 대신, 가벼운 마음으로 제 앞에 있는 연필을 잡고

연습장에 앞을 향해 달리는 사람의 몸짓과 표정을 그렸습니다.

한 달 동안의 드로잉 42점, 루틴, 일기와 메모 등 기록 뭉치들이 함께 첨부되어 있습니다.

자기만의 길을 걷기 위해 홀로 분투하고 계신 분들과 이 책을 나누고 싶습니다."
734;불완해도 괜찮아;박수현;디깅북스;Y;9791198807977;"완벽해야 한다는 강박은 나를 갉아먹을 뿐이라는 걸 알았을 때,
남들의 기준을 충족시켜도 나는 행복하지 않다는 사실을 깨달았을 때,
나는 그냥 내가 되기로 했다.
나를 제일 궁금해하고, 내가 원하는 것을 하나씩 쌓아가며 살아가기로.
완(完)생이 아닌 온(穩)생을 위해,
불안해도 괜찮다, 불완전해도 괜찮다.
어쨌든 우리는 나아가고 있기에"
735;미나의 시간;조은정;문학애호가;Y;9791198847881;"이토록 사랑스러운 이야기라면 언제든 환영.
생의 가장 찬란한 순간을 기록했다.
애틋한 연애 소설부터 각양각색의 짧은 소설들까지
따스하고 다정한 열다섯 가지 시선.
희곡 작가 조은정의 첫 소설집.

2020년 대구시립극단 10분 희곡 공모전에서 심사위원들에게 최고점을 받으며 당선된『당신의 베를린』의 작가 조은정이 첫 소설집을 선보인다. 운명적인 사랑을 믿는 여자의 애틋한 러브스토리 「미나의 시간」과 지난 5년간 문예지에 발표했던 3편의 짧은 소설「같이 음악 들어주는 사람」, 「핑크색 양말」, 「바다」를 포함해 총 15편의 소설을 묶었다."
736;죽취일의 거짓말쟁이;유난;-;N;-;"죽취일은 용의 생일이자 대나무가 취하는 날로, 죽취일엔 대나무를 옮겨심습니다.
대나무가 생일 잔치에서 술을 마시고 기분 좋게 취해 있을 때 옮겨심어야 시들지 않고 잘 자란다는 것입니다.
<죽취일의 거짓말쟁이>는 일본의 지방 부촌을 배경으로, 방황하는 십대 후반의 주인공들이 죽취일에 어떤 일을 일으키며 어떻게 사랑에 빠지는지를 다루는 만화입니다. 이치타케(一建)와 세츠카(雪花)의 욕망을 이루어주는 것은 과연 본인인가, 신적 존재인가를 고민합니다."
737;울릉도에 다녀왔습니다;이작가야;-;N;-;"저는 지난 9월에 조금 늦은 여름 휴가로, 대자연이 살아숨쉬는 울릉도에 다녀왔습니다. 그곳에서 바람과 파도, 그리고 자연이 매 순간 조화를뤄 연주하는 장면을 경험하며, 마음속 깊이 여유를 채웠습니다. 그때의 여운이 아직까지도 계속되어, 여행에서 느꼈던 여유를 글과 사진으로 이 책에 담았습니다.
바람과 파도, 그리고 자연이 매 순간 조화롭게 연주하는 장면을 경험하며 마음에 여유를 채울수 있는 울릉도의 매력을 이 책을 통해 만나보세요.
이번 여름 휴가지를 고민하는 분,
색다른 국내 여행지를 찾으시는 분,
한반도에서는 느낄 수 없었던 대자연과 만나고 싶은 분,
단 며칠이라도 어디로 훌쩍 떠나고 싶지만, 시간이 여의치 않은 분
이 모든 분들께 이 책을 소개 해드립니다."
738;저 가,족 같은 회사 다니는데요;나로;걸음저장소;Y;9791198837837;"“아직도 이런 회사가 있어?”
“응. 이런 회사가 있어.”
면접 볼 때, 알아봤어야 했다. 면접 질문 중, “아버지는 뭐 하시니?”라는 질문을 받았다. 순진했던 걸까. 멍청했던 걸까. ‘합격’이라는 사실에 기뻐 덜컥 입사했다. 입사하고 보니, 분위기가 심상치 않다. 가족 경영하는 회사는 처음이다. 가족회사에서 업무 영역 외적인 부분이 많다. 회사만 들어가면 사람이 아닌 다른 무언가가 된다. 그 이야기를 적었다.
가족이 경영하는 회사에 다니는 직장인들에게 공감과 위안을 전한다."
739;다른 방식으로 사라지기;이준식;자인운트;Y;9791198435514;갑작스러운 변화가 많아지는 현시대, 우리 주변의 사물 역시 손쉽게 사라집니다. 인지하지도 못한 채 사라져가는 사물이 실제로는 어떻게 사라졌는지를 터무니없는 방식으로 재현한 플립북입니다.
740;Scent mark;이준식;자인운트;Y;9791198435507;"""Scent mark""는 고양이가 영역 표시를 하기 위해 귀 뒤의 취선을 이용해 머리를 비비거나, 분비물을 뿌리는 식으로 남긴 냄새 자국을 말합니다.
영역 동물인 고양이는 적절한 숨을 곳과 쉴 곳을 잡으면 특별한 일이 생기지 않으면 그 곳을 잘 떠나지 않습니다. 그런 고양이들에게 생기는 특별한 일이라면, 바로 지금 대구에서 가장 많이 일어나는 재개발입니다. 광범위한 지역에서 일어나는 재개발은 인간을 내쫓는 것 뿐만 아니라 고양이도 함께 내쫓고 있었습니다. 갈 곳을 잃은 고양이들은 조심스럽게 인간의 터전에 섞여들고 있습니다. 때론 아파트 지하 주차장에, 상가의 작은 마당에, 아니면 길거리 사이사이의 더 좁은 틈으로요.
현 시점에서, 고양이는 대구에 존재하는 가장 약한 존재 중 하나가 되었습니다. 대구 뿐만 아니라, 다른 많은 지역에서도 고양이는 상대적인 약자이며 때로는 혐오의 대상이 되기도 합니다. 그에 더해, 가면 갈 수록 그들의 안전한 영역은 줄어들고 있는 상황입니다. 하나의 예시를 말하자면, 대구의 명덕역 주변의 대규모 재개발로 인해 기존의 영역을 잃은 몇몇 고양이들은 대구 3호선을 지지하는 기둥 밑 아주 작은 풀숲에 보금자리를 잡게 되었습니다. 이런 극단적인 예시가 아니더라도, 수많은 고양이들이 지낼 곳을 찾지 못하고 떠돌아 다니고 있습니다. 'Stray Cat'이라는 단어가 현실에서 그대로 실현되고 있는 셈입니다. 그렇게 떠돌다, 새벽시간에는 로드킬을 당하기도 합니다. 그리고 해가 뜨기 전에 환경미화부들에 의해 시신이 수습되고, 이들의 존재는 사람들에게 기억조차 되지 못한채 사라지게 됩니다. 고양이를 중심으로 보는 도시 생태는, 시간이 지날수록 그들에게는 힘들게만 변화하고 있는 것 같습니다.
제가 살고 있는 대구의 계대지구(대명3동 일대) 역시 재개발 예정 지역이 되었습니다. 그 때 생각난 것은 저와 같이 살고있는 고양이 '폴'과, 폴이 살고 있는 '계명맨션'의 주변에 살고있는 고양이였습니다. 겁이 많은 이 친구가 재개발과 함께 이 장소를 떠나야 한다는 사실이, 이 주변에서 함께 사는 고양이들을 바라보게 되는 계기가 되었습니다.
다만 이 작업을 진행하며 가장 경계하고 싶은 것은, 고양이와의 거리를 좁히려고 하는 시도, 고양이 주변의 요소들을 제한하는 사진 표현으로 인해 귀여움이나 연민을 불러일으키는 상황이었습니다.
그렇기에 '불필요하게 다가가지 않기'와 '멀어질 수 있는만큼 멀어지기'를 지키며 사진을 찍을 필요가 있었고, 또 그렇게 해야만 이 도시의 구성원으로서의 고양이를 찍고, 고양이들을 둘러싼 현실을 더 명확히 볼 수 있을거라 생각했습니다. 책의 제목이기도 한 ""Scent mark""처럼, 영역동물로서의 고양이와, 인간이 만든 환경에 적응해 떠도는 고양이의 모습을 모두 보여줄 수 있을거라 생각했습니다.
영역동물의 성격을 가진 고양이, 그리고 우리가 인지하지 못해서 지워지게 되는 고양이.
이러한 고양이의 모습을 잘 보여주려면 ""책""이라는 매체를 활용하는 것이 좋겠다고 생각했습니다. 물리적으로 존재하는 책을 하나의 ""공간""으로 두고, 길 잃고 떠도는 고양이들을 책이라는 공간이 임시로 이주시킨다는 초안을 잡고, 디자인을 맡아주신 스튜디오유연한과 함께 책의 구성에 대해 논의하였습니다.
책의 표지는 검은 종이에 흑색 잉크로 인쇄될 예정입니다. 검은 종이에 인쇄된 고양이의 흔적과 제목이, 고양이들이 영역에 표시한 자신의 냄새처럼 흐릿하게 보이지만 분명하게 존재하는 것처럼 보이도록 하고 싶었습니다.
뒷표지는 미색 종이에 백색 잉크로 인쇄하여, 대구를 이루며 뒷부분에 투영된 것처럼 보이도록 했습니다."
741;소심한 산책인;김안젤라;-;N;-;10년 전 처음 해방촌으로 이사를 왔습니다. 지방에서 서울로 상경한 사람은 은근 이방인이라는 감각을 조금씩 가지고 있는데요. 이 동네는 삭막한 서울에서 제가 뿌리내릴 수 있게 해주었습니다. 산책을 하다보면 이 동네에는 강아지가 많고, 아이들이 많고, 할머니와 할아버지들이 많은 걸 발견할 수 있습니다. 조금 더 걷다보면 힙스터들도 많고 외국인도 많죠. 그렇게 누구나, 어떤 형태로 살아도 괜찮다고 해주는 동네입니다. 아직 아주 작은 뿌리이지만 어떻게 내린 뿌리를 소중하게 지키기 위해 동네 이곳저곳을 탐험하며 기록하게 됐습니다.
742;YOGA BOOK;김영채;-;N;-;"요가북'은 요가가 처음이신 분부터 오랜 수련하신 분들까지 때때의 필요한 흐름에 닿을 수 있도록 저자가 직접 오랜 시간 수련하고 수업하며 관찰해온 시퀀스를 일러스트 그림으로 담아낸 책입니다.
요가북 1 (2017)과 2 (2018)를 한 권에 담아 더 알차진 구성으로, 작은 사이즈의 책 안에 담긴 무한한 시공의 영역을 표곤한 선과 색감들로 표현하여 책의 문을 열어 보았습니다.
간단하지만 충분하게 적어낸 수련 가이드로 조금 더 많은 분들이 쉽고 편안하게 자신만의 고요하고 섬세한 순간들을 만나 가시기를 바랍니다."
743;안티는 에이징;김호양이;-;N;-;"편안하고 귀엽게 늙어가자'는 표어 아래
일상 속에서 '나이' 때문에 겪는 감정과 경험들을
'안티'다운 삐딱함으로 적은 미니 에세이집.
18편의 경쾌한 에세이와 작가가 직접 그린 서툰 솜씨의 삽화들로 구성되어 있다.







"
744;사랑하겠다는데도;배윤음;안식;Y;9791198795304;가장 만연하지만 가장 연연하는 사랑을 다양한 시선에서 쓰고, 기록하고, 엮었다. 그간 하고 싶은 것, 할 줄 아는 것, 해야만 하는 것이 넘쳐 범람하는 시대에서 할 줄 아는 것이 너무 많은 사람으로 사는 사람들. 방향은 선택이 아닌 필수였다. 그 속에서 택한 건 쓰는 삶이다. 뾰족하고 날카로운 것을 씹는 심정으로 택한 삶에 들어온 첫 발자취가 책 《사랑하겠다는데도》로 탄생했다. 사랑은 언제나 둥근 모습으로 다가와선, 끝끝내 할퀴거나, 앗아간다. “사랑은 당신도 하는 거잖아요.”
745;벽과 벽;김윤수;바이블랭크;Y;9791197922657;"보편적 건축물 속 숨은 이야기

우리는 건축물에 만들어낸 다양한 형태의 공간에서 먹고, 자고, 일하며 생활한다. 하지만 그 공간이 담고 있는 이야기, 디자인 과정의 이야기 등에 대해서는 자세히 알지 못한다. 사실 건축물 속에 숨겨진 이야기에 대해 아는 것은 공간을 사용하는 것과 아무런 관계가 없다. 다만 아무런 정보 없이 여행을 하는 것과 가이드와 함께 여행을 하는 것이 다른 것처럼 건축물 속 이야기를 알게 되면 내가 사용하는 공간에 대한 숨은 재미를 얻게 될 수 있다.

이 책은 용인 동천동에 위치한 용인 커뮤니티하우스를 저자 김용수 등으로 이루어져 있으며, 총 69세대가 거주하는 오피스텔이다. 겉에서 보기엔 일반적인 오피스텔처럼 느껴지지만, 그 속엔 다양한 이슈와 이야기가 담겨 있다. 김용수 건축가는 용인 커뮤니티하우스를 설계하면서 조사했던 부분, 고민했던 부분을 『벽과 벽_1인 주거를 품은 모듈러』(이하 『벽과 벽』)에 담았다. 김용수 건축가는 네 가지 키워드로 이 건축물을 설명하고 있다. 첫 번째는 1인 주거의 다양성 추구다. 보편적 주거의 해부에서 이를 이용한 주거의 재조합, 공유 경제 개념을 활용한 1인 주거인 용인 커뮤니티하우스까지 사회적 변화를 통한 1인 주거에 대해 이야기한다.

두 번째는 사전 제작 방식의 챌틱이다. 용인 커뮤니티하우스를 설계하는 과정에서 벤치마킹한 나카긴 캡슐 타워(Nakagin Capsule Tower)와 나인 아워스 캡슐 호텔(9 hours)에 대해 언급하며, 두 프로젝트를 소개하며 사전 제작 방식의 장단점과 1인 거주 공간에서의 개인 영역과 공유 영역의 해석의 가능성에 대해 서술했다.
세 번째는 주차장용건축물을 이용한 가로의 활성화다. 용인 커뮤니티하우스는 지하주차장을 추가로 개발해 공간의 제약을 받는 소규모 대지의 사업성을 확보하느라 1층에 근린생활시설 등을 설치하여 가로 활성화의 대안을 제시했다. 또한 김용수 건축가는 가로 조성을 보행환경을 추가하는 필로티 주차 설계의 문제점을 해결하고자 했다. 물론 그가 서술한 대안이 지역과 담당자에 따라 적용 기준이 달라 적용될 수 있겠지만, 남들이 시도하지 않았던 목표를 설계에 하나씩 정확히 달성한 사례들이라고 한다.
이 책은 김용수 건축가가 이야기한 네 번째 건축 설계사의 인터뷰 내용도 담았다. 또한 주거 공간과 공유의 범위 등 미래 주거 공간으로 확장할 가기에 충분한 공동대표 김하나와의 인터뷰를 진행했다. 공용형 주택의 확장 가능성에 대해 현실적인 문제점 등을 외쳤다.
우리가 건축물과 관계 평균 수명을 알아보니 미국에 비해 현저히 짧다. 수수나 안전 등의 문제로 건축물은 철거되는 것을 막을 수 없지만, 그보다는 경제적 논리로 재건축을 서두르는 것이 우리나라 건축의 현주소다. 이러한 가운데 이 책은 건축물 속에 담긴 이야기에 귀 기울이게 한다."
746;자연스레;김영배;바이블랭크;Y;9791197922633;
747;나무 그림자 채집;송민선, 최중원;풍크트;Y;9791198525703;"독일의 겨울은 유난히 흐리고 축축합니다.

크리스마스마저 없었다면 베를린 사람들은 기나긴 겨울을 무슨 낙으로 견뎠을까요?

베를린에서 살았던 경험을 바탕으로 쓴 다섯가지 이야기가 담긴 책,

“아인말 슈톨렌, 비테”를 통해 슈톨렌과 글뤼바인 향이 가득한 독일의 크리스마스를 경험해보세요.

*이 책의 제목인 ‘아인말 슈톨렌, 비테’는 ‘슈톨렌 하나 주세요’라는 뜻의 독일어입니다."
748;여름, 삿포로;지수빈;-;N;-;<여름, 삿포로>는 4박 5일간의 여행 기록물로 삿포로에서 마주친 일본의 도시 일상들이 담긴 사진들로 구성된 사진집입니다.
749;PREVIEW;구슬;-;N;-;"<PREVIEW>는 구슬 작가의 초기 드로잉 38점을 담은 도록입니다.
책의 왼쪽은 마커펜, 오른쪽은 오일파스텔 작업을 소개합니다.
작가는 이 작업을 통해 ""반작한 화면을 공간으로 인정하려면 대상을 색 얼룩으로 인지하고
그 경계를 구분해 표시하는 수밖에 없다""라는 결론을 내리고 새로운 재료를 찾아 다음 작업으로 나아가게 됩니다."
750;love with you;김무디;-;N;-;수많은 모순들이 사랑이었음을 사랑하는 너를 바라보며 하는 고백 모음입니다.
751;CLOUD WIND;김무디;-;N;-;"혼자선 못하지만 함께하면 할 수 있는 짝궁에 대한 이야기입니다
마치 바람과 흰 천만 있으면 어디든지 갈 수 있는 느낌이랄까요
혼자 뭉텅여져서 앞으로 가지 못하고 있는 구름을 보다가 만들게 되었습니다"
752;A bird with a fit head;김무디;-;N;-;"왜 이렇게 뒤쳐진 거 같은지
같은 나이의 친구들은 더 높게 더 멋있게 높이높이 날아 자꾸만 저를 주눅 들게 합니다
앞을 바라보지 않고 옆만 바라보고 있는 지금 스스로를 적당히 머리 큰 새에 대입해
그냥 앞만 보고 달려가기를 원하는 마음으로 쓰고 그렸습니다"
753;바다 어항;이이삼;올리;Y;9791194246015;『바다 어항』은 심심한 고양이가 어항 속 금붕어에게 말을 걸며 시작된다. 서로 다른 종이지만 ‘같이 놀래?’라는 한마디만으로 고양이와 금붕어는 금세 친구가 된다. 그들은 어항 속 바다에서 마치 춤을 추듯이 헤엄치고 놀며 즐거운 하루를 보낸다. 어항이 바다로 연결되며 작은 물고기에서부터 문어, 고래까지, 상상력은 점차 더 넓은 영역으로 뻗어나간다. 작은 어항에서부터 넓은 바다까지 이어지는 이이샘 작가 특유의 시각적 상상력이 눈길을 사로잡는다. 이이샘 작가는 전작 『음악이 흐르면』으로 서울아트북페스티벌에서 주최하는 2023 상상력발전 책그림전에 당선되었다. 『바다 어항』은 그 뒤를 잇는 기대작으로, 전작인 『음악이 흐르면』이 세련된 추상화의 기법으로 표현되었다면 이번 작품에서는 고양이와 금붕어 두 캐릭터에 주황색을 부여해 바닷속 풍경과 어우러지면서도 톡톡 튀어 보이도록 색을 표현했다. 재치 넘치는 상상력을 발휘한 그림으로 잘 담아낸 작품이다.
754;Constellate;tokio;-;N;-;"도쿄를 기반으로 작업하는 사진가의 tokio씨가, 코로나19로 인하여, 도쿄·신주쿠에서 영업 운영이 어려워진 게이 클럽과 거기에 모이는 사람들을 촬영하기 위해서, 개최한 사진전 ""Constellate""의 작품을 ZINE에 정리한 한 권입니다.

코로나로 퀴어 커뮤니티나 게이 클럽에서의 활동이 제한된 드랙퀸이나 GOGOBOY, 다양한 배경을 가진 사람들을 포착한 포트레이트 작품입니다."
755;안규철의 질문들;안규철;워크룸프레스;Y;9791194232001;『안규철의 질문들』은, 미술가 안규철이 지난 40여 년 동안 던져온 질문들이 담긴 책이다. 미술에 대해, 세상에 대해, 삶에 대해, 그리고 무엇보다 시대와 현실을 향해 던져진 그 질문들은 지금껏 그가 미술을 해온 기반이자, 미술을 하는 이유이기도 하다.
756;엄마, 은경;정현지;-;N;-;"엄마와 함께 일본 홋카이도를 일주일간 여행하며 써 내려간 단상을 엮은 에세이, <엄마, 은경>

『엄마, 은경』은 엄마와 함께 일본 홋카이도에서 보낸 일주일간의 여행을 기록한 에세이집입니다.
여행 이야기보다는 엄마에 관한 생각과 감정을 담아낸 글들로 채워졌습니다.

엄마와 함께한 일주일 동안, 평소에는 느끼지 못했던 낯선 감정과 생각에 잠기곤 했습니다.
엄마의 세월을 여러 번 마주하며 슬픔과 후련함을 느끼기도, 소녀 같은 모습을 사랑스러움을 느끼기도 했습니다.
엄마와 딸로 흐르는 세월에 따라 변치 않은 것과도 이별했습니다. 희미해지다 언젠가는 사라질 엄마와의 기억.
여행기를 불문하고 싶은 마음으로 이 책을 쓰기 시작했습니다.

익숙함에 무심히 지나쳤던 순간들. 그 속에 담긴 엄마의 모습을 다시금 돌아보게 되었습니다.
엄마와 함께한 순간들을 잊지 않고 기억하고자 하는 분들에게 작은 위안과 공감을 드릴 수 있는 책이 되길 바랍니다.

* 스물 다섯 편의 글로 이루어져 있으며, 글과 사진이 함께 수록되어 있습니다.
* 언제 어디서든 편하게 읽을 수 있도록 한 손에 들어오는 작은 사이즈로 제작했습니다.
* 들고 읽었을 때, 손에 무게가 가지 않도록 가볍고 그린타임 용지를 사용하였습니다. 언제 어디서든 편안한 마음으로 읽어주세요."
757;사랑을 들려주세요;탈리타;빈종이;Y;9791198797506;이 책은 '사랑이 뭘까?'라는 질문에서부터 시작되었어요. 사랑에 대한 제 생각을 글로 쓰다 보니, 주변 사람들은 평소에 사랑을 어떻게 생각하는지 궁금해졌어요. 그렇게 제 주변의 소중한 사람들과 사랑에 관한 대화를 나누어 보고 정리하면서 이 책을 만들었습니다. 가족들이 말하는 사랑, 슬프지만 행복한 짝사랑, 결혼 이야기, 나를 사랑하는 것, 함께 사랑하는 것 그리고 조건 없는 사랑까지. 사랑이라는 넓고 다양한 주제를 놓고 같은 질문 몇 가지를 여러 사람에게 물어보았어요. 같은 질문에 다른 대답을 읽는 재미가 있을 거예요. 이 책 속에 있는 소소하면서도 깊이 있는 사랑에 관한 다양한 시선을 읽다 보면, 당신도 자연스럽게 사랑을 떠올릴 거라고 기대하며, 묻고 싶네요. 당신은 지금 사랑하고 있나요?
758;무지개 문어;이선주;바른북스;Y;9791193879689;"무지개 문어인 동시에 문어 인간 <문탁호>가 전하는 해양오염과 기후 위기에 관한 이야기. 어느 날부터 바닷속에 쌓인 색색의 플라스틱 조각 때문에 하루도 발이 퉁퉁 붓지 않는 날이 없는 무지개 문어. 그의 가장 소중한 친구였던 칠게를 잃음과 동시에 많은 바다 생물이 목숨을 잃는 것을 보며 더 이상 참을 수 없던 무지개 문어는 인간 <문탁호>로 변신해 도시로 떠나게 된다.

그토록 혐오하던 인간들이 가득한 도시에서 무지개 문어는 진정한 사랑과 우정, 희망을 일깨워 준 몇 명의 사람들을 만나며 인간을 향한 마음이 조금씩 바뀌어간다. 끊임없이 이어지는 기후 위기, 더 이상 회생될 기미가 없어 보이는 바다 앞에서 좌절하던 무지개 문어는 그동안 알지 못했던 자신의 존재를 비로소 알게 되는데….

무지개 문어의 기후 위기를 막기 위한 노력, 문어와 인간 사이의 진정한 우정, 그리고 희망의 메시지를 담은 힐링 판타지."
759;제주의 시 쓰는 날들;김용희;달책빵;Y;9791197977886;제주의 자연을 걷다가 마주친 작고 소소한 것들에 감성을 담아 시집을 만들었습니다. 제주의 봄과 여름을 여행하는 마음으로 함께 시집을 읽다 보면 어느새 생생히 살아 숨 쉬는 위로, 사랑, 설렘과 함께 무언가 마음을 ‘탁’ 치는 듯한 깨달음도 느끼실 수 있을 거예요. 일상의 고단함을 내려놓고 잠시 고요해지는 시간을 보내며, 함께 제주를 여행해 볼까요?
760;제주의 말 타는 날들;김용희;달책빵;Y;9791194170006;"“제가 말을 탄다고요?”

평생 말을 타볼 거란 생각은 해본 적도 없는 내게 어느 날 갑자기 찾아온 ‘말 타는 날들’ 승마는 귀족 스포츠라고만 생각했었는데, 배워보니 예상과는 달랐다. 당신이 평소 궁금하지 않던 아슬아슬한 승마 에세이 드디어 출간!

이 책은 승마에 대해 그동안 생각했던 이미지를 과감히 깨부숴 준다. 운동에 자신 있던 내게 엄청난 좌절감을 안겨준 무서운 승마 이야기.

달리는 말의 고삐를 잡고 말을 제대로 리드하기 위해서는 기수가 강해져야 한다는 데... 하지만 우리는 알고 있을까? 진정 강한 것이란 무엇인지를...?

이 책은 말을 타면서 느낀 ‘강인함’에 대한 새로운 생각을 제시한다."
761;ep 01. Records from London to Berlin;사비앤몬드;사비앤몬드;Y;9791198877604;"누군가에게 이름만 들어도 설레는 유럽 여행.
우리에게도 있었습니다만, 그 이후로 우리의 일상도 인생도 달라지지 않았습니다.

지구 반대편에서 우리가 함께한 기억들을 카메라 너머에 담았습니다.
이 책은 다시금 흐려가는 일상 속에서 꺼내어 들여보는 짤막한 음반이자
여행의 순간들 사이에서 재잘대던 우리의 소소한 이야기로 이루어진 에피소드입니다."
762;당신의 마음도 제대로 불붙으면 걷잡을 수 없이 활활 타오를 겁니다;이용교;오혜;Y;9791198491602;"트레이너로서 신체적 건강함을 만든다면 당연히 좋은 인생을 살 수 있을 거라고 생각했습니다. 하지만 신체적으로 건강한 분들도 매번 흔들리고 무너지는 것을 보면서 수업하면 할수록 신체적인 부분만 생각하기는 어려웠습니다.

그래서 마음을 공부하기 시작했습니다. 심리 진단 자격증도 취득하고, 여러 책을 보면서 관심을 가졌습니다. 덕분에 회원님의 마음을 더 깊게 바라보게 되었습니다. 하지만 이 관점도 수업을 하지 않고, 시간이 지나면 결국에는 또 흔들리는 일상을 보내는 것을 보았습니다.

그래서 마지막으로는 현명하게 사는 방법을 함께 알아야겠다고 생각했습니다. 자기 개발서와 성공하신 분들, 자신만의 생각으로 하루를 건강하게 보내는 분들의 책과 교육을 직접 찾아가며 배웠습니다.

그렇게 ‘신체’와 ‘정신적 건강’, ‘현명하게 사는 방법’을 알려드리고 싶다는 관점으로 수업했습니다. 시간이 지나면서 점점 회원님들에게 변화가 일어났습니다. 신체와 마음도 건강해지고, 각자의 하루를 잘 보내기 시작했습니다. 더 좋은 회사로 이직에 성공하기도 했고, 사업도 더 잘 되거나 자신이 무엇을 좋아하고 잘하는지 탐구하며 변하기 시작했습니다.

이 책은 각박하고 답답한 현대 사회에 살고 있는 누구나 읽으면 좋은 책입니다. 누구나 각자의 인생에서 말하기 어려운 부분들이 있다고 생각합니다. 이 책을 읽고 저마다 어려움을 넘어가는 데 도움이 되었으면 좋겠습니다. 책을 구매해 주시고 읽어주셔서 진심으로 감사드립니다."
